Municipality,Province,Latitude,Longitude,Month,Mean daily global insolation (kWh/m2) : S WITH 90,Mean daily global insolation (kWh/m2): S WITH LAT,Mean daily global insolation (kWh/m2): S WITH LAT + 15,Mean daily global insolation (kWh/m2): S WITH LAT - 15,Mean daily global insolation (kWh/m2): 2 AXIS TRACK,Mean daily global insolation (kWh/m2): S WITH 0
Frances Lake,Yukon,61.28,-129.29,May,3.56,4.98,4.3,5.44,8.25,5.38
Frances Lake,Yukon,61.28,-129.29,November,1.29,1.27,1.31,1.13,1.43,0.4
Frances Lake,Yukon,61.28,-129.29,October,1.85,2.01,1.99,1.93,2.39,1.09
Frances Lake,Yukon,61.28,-129.29,September,2.95,3.49,3.28,3.51,4.57,2.47
François,Newfoundland and Labrador,47.58,-56.75,Annual,2.42,3.36,3.15,3.41,4.47,3.08
François,Newfoundland and Labrador,47.58,-56.75,April,2.69,4.01,3.68,4.16,5.28,3.87
François,Newfoundland and Labrador,47.58,-56.75,August,2.69,4.36,3.91,4.6,6.13,4.52
François,Newfoundland and Labrador,47.58,-56.75,December,1.64,1.63,1.71,1.47,1.84,0.86
François,Newfoundland and Labrador,47.58,-56.75,February,2.87,3.03,3.1,2.81,3.61,1.91
François,Newfoundland and Labrador,47.58,-56.75,January,2.19,2.15,2.26,1.93,2.47,1.12
François,Newfoundland and Labrador,47.58,-56.75,July,2.42,4.36,3.78,4.74,6.43,5.15
François,Newfoundland and Labrador,47.58,-56.75,June,2.33,4.34,3.74,4.76,6.58,5.28
François,Newfoundland and Labrador,47.58,-56.75,March,3.31,3.99,3.91,3.9,4.95,3.02
François,Newfoundland and Labrador,47.58,-56.75,May,2.39,4.19,3.68,4.53,6.15,4.79
François,Newfoundland and Labrador,47.58,-56.75,November,1.62,1.74,1.78,1.62,2.02,1.13
François,Newfoundland and Labrador,47.58,-56.75,October,2.24,2.68,2.64,2.57,3.23,2.01
François,Newfoundland and Labrador,47.58,-56.75,September,2.72,3.77,3.56,3.79,4.89,3.29
Gamètì,Northwest,64.11,-117.35,Annual,3.36,3.89,3.65,3.95,6.06,2.77
Gamètì,Northwest,64.11,-117.35,April,6.01,6.9,6.5,6.96,10.43,4.39
Gamètì,Northwest,64.11,-117.35,August,3.54,4.51,4.02,4.78,7.44,3.91
Gamètì,Northwest,64.11,-117.35,December,0.86,0.8,0.85,0.69,0.89,0.11
Gamètì,Northwest,64.11,-117.35,February,3.65,3.55,3.69,3.2,4.18,0.84
Gamètì,Northwest,64.11,-117.35,January,1.51,1.41,1.51,1.23,1.59,0.22
Gamètì,Northwest,64.11,-117.35,July,3.73,5.1,4.37,5.61,9.84,5.61
Gamètì,Northwest,64.11,-117.35,June,3.95,5.49,4.69,6.09,11.11,6.32
Gamètì,Northwest,64.11,-117.35,March,6.06,6.28,6.27,5.94,8.17,2.42
Gamètì,Northwest,64.11,-117.35,May,4.54,5.82,5.18,6.23,10.28,5.76
Gamètì,Northwest,64.11,-117.35,November,1.48,1.41,1.48,1.25,1.59,0.3
Gamètì,Northwest,64.11,-117.35,October,1.95,2.02,2.02,1.91,2.42,0.97
Gamètì,Northwest,64.11,-117.35,September,3.06,3.49,3.29,3.5,4.75,2.26
Gaskiers,Newfoundland and Labrador,46.87,-53.61,Annual,2.44,3.37,3.17,3.42,4.43,3.11
Gaskiers,Newfoundland and Labrador,46.87,-53.61,April,2.63,3.89,3.58,4.03,5.05,3.84
Gaskiers,Newfoundland and Labrador,46.87,-53.61,August,2.64,4.32,3.88,4.56,6.01,4.54
Gaskiers,Newfoundland and Labrador,46.87,-53.61,December,1.68,1.66,1.75,1.49,1.9,0.89
Gaskiers,Newfoundland and Labrador,46.87,-53.61,February,2.89,3.06,3.14,2.84,3.63,1.97
Gaskiers,Newfoundland and Labrador,46.87,-53.61,January,2.18,2.15,2.27,1.93,2.51,1.16
Gaskiers,Newfoundland and Labrador,46.87,-53.61,July,2.48,4.49,3.91,4.88,6.55,5.23
Gaskiers,Newfoundland and Labrador,46.87,-53.61,June,2.33,4.27,3.69,4.68,6.23,5.27
Gaskiers,Newfoundland and Labrador,46.87,-53.61,March,3.18,3.86,3.78,3.77,4.76,3
Gaskiers,Newfoundland and Labrador,46.87,-53.61,May,2.38,4.08,3.6,4.4,5.76,4.7
Gaskiers,Newfoundland and Labrador,46.87,-53.61,November,1.79,1.91,1.96,1.76,2.22,1.19
Gaskiers,Newfoundland and Labrador,46.87,-53.61,October,2.4,2.87,2.84,2.75,3.46,2.09
Gaskiers,Newfoundland and Labrador,46.87,-53.61,September,2.81,3.89,3.67,3.9,5.03,3.41
Gaspereaux,Prince Edward Island,46.11,-62.47,Annual,2.86,3.95,3.73,3.98,5.38,3.39
Gaspereaux,Prince Edward Island,46.11,-62.47,April,2.93,4.43,4.08,4.58,6.02,4.23
Gaspereaux,Prince Edward Island,46.11,-62.47,August,2.9,4.85,4.36,5.1,6.96,4.85
Gaspereaux,Prince Edward Island,46.11,-62.47,December,2.04,1.98,2.11,1.75,2.37,1.02
Gaspereaux,Prince Edward Island,46.11,-62.47,February,3.82,3.98,4.11,3.65,4.85,2.28
Gaspereaux,Prince Edward Island,46.11,-62.47,January,2.82,2.74,2.91,2.43,3.33,1.36
Gaspereaux,Prince Edward Island,46.11,-62.47,July,2.68,5,4.34,5.45,7.62,5.55
Gaspereaux,Prince Edward Island,46.11,-62.47,June,2.59,5.01,4.3,5.5,7.8,5.61
Gaspereaux,Prince Edward Island,46.11,-62.47,March,3.89,4.72,4.64,4.57,6.03,3.41
Gaspereaux,Prince Edward Island,46.11,-62.47,May,2.66,4.78,4.19,5.14,7.06,5.04
Gaspereaux,Prince Edward Island,46.11,-62.47,November,2.16,2.27,2.35,2.07,2.7,1.32
Gaspereaux,Prince Edward Island,46.11,-62.47,October,2.79,3.32,3.31,3.15,4.11,2.29
Gaspereaux,Prince Edward Island,46.11,-62.47,September,3.06,4.31,4.08,4.31,5.73,3.63
Georges Brook,Newfoundland and Labrador,48.5,-54.34,Annual,2.56,3.45,3.25,3.49,4.61,3.11
Georges Brook,Newfoundland and Labrador,48.5,-54.34,April,2.8,4.04,3.72,4.19,5.33,3.98
Georges Brook,Newfoundland and Labrador,48.5,-54.34,August,2.75,4.4,3.95,4.65,6.25,4.51
Georges Brook,Newfoundland and Labrador,48.5,-54.34,December,1.88,1.82,1.93,1.61,2.11,0.84
Georges Brook,Newfoundland and Labrador,48.5,-54.34,February,3.17,3.29,3.39,3.03,3.95,1.93
Georges Brook,Newfoundland and Labrador,48.5,-54.34,January,2.45,2.37,2.51,2.11,2.8,1.11
Georges Brook,Newfoundland and Labrador,48.5,-54.34,July,2.54,4.51,3.92,4.92,6.75,5.25
Georges Brook,Newfoundland and Labrador,48.5,-54.34,June,2.37,4.26,3.69,4.68,6.43,5.34
Georges Brook,Newfoundland and Labrador,48.5,-54.34,March,3.47,4.13,4.04,4.01,5.13,3.06
Georges Brook,Newfoundland and Labrador,48.5,-54.34,May,2.38,4.05,3.56,4.38,5.91,4.77
Georges Brook,Newfoundland and Labrador,48.5,-54.34,November,1.85,1.94,2,1.78,2.26,1.12
Georges Brook,Newfoundland and Labrador,48.5,-54.34,October,2.35,2.77,2.74,2.65,3.36,1.98
Georges Brook,Newfoundland and Labrador,48.5,-54.34,September,2.8,3.82,3.61,3.84,4.96,3.37
Georgian Highlands,Ontario,44.77,-80.13,Annual,2.94,4.18,3.94,4.23,5.87,3.59
Georgian Highlands,Ontario,44.77,-80.13,April,3.38,5.25,4.84,5.41,7.39,4.52
Georgian Highlands,Ontario,44.77,-80.13,August,2.94,5.07,4.56,5.36,7.5,5.06
Georgian Highlands,Ontario,44.77,-80.13,December,2.17,2.12,2.25,1.88,2.52,1.13
Georgian Highlands,Ontario,44.77,-80.13,February,3.75,3.95,4.08,3.63,4.82,2.38
Georgian Highlands,Ontario,44.77,-80.13,January,2.71,2.66,2.81,2.37,3.22,1.44
Georgian Highlands,Ontario,44.77,-80.13,July,2.69,5.38,4.66,5.91,8.78,6.04
Georgian Highlands,Ontario,44.77,-80.13,June,2.62,5.36,4.59,5.92,8.77,6
Georgian Highlands,Ontario,44.77,-80.13,March,4.1,5.02,4.94,4.86,6.39,3.57
Georgian Highlands,Ontario,44.77,-80.13,May,2.83,5.29,4.64,5.71,8.13,5.45
Georgian Highlands,Ontario,44.77,-80.13,November,2.14,2.26,2.34,2.07,2.69,1.3
Georgian Highlands,Ontario,44.77,-80.13,October,2.99,3.56,3.56,3.37,4.4,2.37
Georgian Highlands,Ontario,44.77,-80.13,September,2.98,4.27,4.04,4.28,5.76,3.69
Gjoa Haven,Nunavut,68.63,-95.88,Annual,3.44,3.77,3.58,3.81,5.69,2.61
Gjoa Haven,Nunavut,68.63,-95.88,April,7.4,7.75,7.55,7.63,11.47,4.49
Gjoa Haven,Nunavut,68.63,-95.88,August,3.21,3.94,3.53,4.21,6.34,3.47
Gjoa Haven,Nunavut,68.63,-95.88,December,0.17,0.16,0.17,0.14,0.17,0.02
Gjoa Haven,Nunavut,68.63,-95.88,February,2.98,2.87,2.98,2.58,3.33,0.54
Gjoa Haven,Nunavut,68.63,-95.88,January,0.78,0.73,0.78,0.64,0.8,0.07
Gjoa Haven,Nunavut,68.63,-95.88,July,3.79,4.85,4.17,5.35,9.08,5.35
Gjoa Haven,Nunavut,68.63,-95.88,June,4.71,5.83,5.1,6.38,10.63,6.29
Gjoa Haven,Nunavut,68.63,-95.88,March,6.04,6.09,6.13,5.74,7.84,2.16
Gjoa Haven,Nunavut,68.63,-95.88,May,6.55,7.23,6.79,7.43,11.51,6.14
Gjoa Haven,Nunavut,68.63,-95.88,November,1.17,1.1,1.16,0.98,1.22,0.14
Gjoa Haven,Nunavut,68.63,-95.88,October,2,1.97,2.01,1.84,2.23,0.67
Gjoa Haven,Nunavut,68.63,-95.88,September,2.44,2.7,2.56,2.71,3.53,1.86
Goodfish Lake,Alberta,54.3,-111.81,Annual,3.6,4.5,4.27,4.52,6.51,3.41
Goodfish Lake,Alberta,54.3,-111.81,April,4.19,5.72,5.26,5.9,8.45,4.78
Goodfish Lake,Alberta,54.3,-111.81,August,3.58,5.23,4.69,5.54,8.19,4.96
Goodfish Lake,Alberta,54.3,-111.81,December,2.64,2.44,2.63,2.11,2.9,0.67
Goodfish Lake,Alberta,54.3,-111.81,February,4.43,4.48,4.63,4.08,5.43,1.88
Goodfish Lake,Alberta,54.3,-111.81,January,3.17,2.98,3.19,2.61,3.54,0.92
Goodfish Lake,Alberta,54.3,-111.81,July,3.29,5.38,4.64,5.91,9.24,6.08
Goodfish Lake,Alberta,54.3,-111.81,June,3.16,5.25,4.49,5.83,9.24,6.16
Goodfish Lake,Alberta,54.3,-111.81,March,4.95,5.6,5.52,5.39,7.22,3.39
Goodfish Lake,Alberta,54.3,-111.81,May,3.38,5.3,4.63,5.76,8.78,5.74
Goodfish Lake,Alberta,54.3,-111.81,November,3.03,2.94,3.11,2.61,3.52,1.02
Goodfish Lake,Alberta,54.3,-111.81,October,3.8,4.14,4.16,3.87,5.16,2.01
Goodfish Lake,Alberta,54.3,-111.81,September,3.64,4.6,4.36,4.59,6.34,3.26
Gordondale,Alberta,55.84,-119.54,Annual,3.48,4.31,4.07,4.33,6.2,3.19
Gordondale,Alberta,55.84,-119.54,April,4.32,5.76,5.3,5.93,8.45,4.62
Gordondale,Alberta,55.84,-119.54,August,3.52,5.04,4.5,5.32,7.78,4.75
Gordondale,Alberta,55.84,-119.54,December,2.44,2.26,2.43,1.95,2.62,0.49
Gordondale,Alberta,55.84,-119.54,February,3.89,3.91,4.04,3.58,4.7,1.51
Gordondale,Alberta,55.84,-119.54,January,2.79,2.62,2.79,2.29,3.05,0.68
Gordondale,Alberta,55.84,-119.54,July,3.39,5.31,4.56,5.8,9.03,5.88
Gordondale,Alberta,55.84,-119.54,June,3.35,5.39,4.57,5.95,9.44,5.99
Gordondale,Alberta,55.84,-119.54,March,4.74,5.31,5.23,5.12,6.84,3.05
Gordondale,Alberta,55.84,-119.54,May,3.48,5.26,4.57,5.68,8.67,5.54
Gordondale,Alberta,55.84,-119.54,November,2.79,2.7,2.84,2.4,3.16,0.81
Gordondale,Alberta,55.84,-119.54,October,3.47,3.73,3.74,3.5,4.5,1.72
Gordondale,Alberta,55.84,-119.54,September,3.66,4.49,4.26,4.49,6.05,3.12
Grandes-Bergeronnes,Quebec,48.25,-69.55,Annual,3.12,4.13,3.93,4.15,5.73,3.36
Grandes-Bergeronnes,Quebec,48.25,-69.55,April,3.58,5.16,4.77,5.31,7.11,4.45
Grandes-Bergeronnes,Quebec,48.25,-69.55,August,3.06,4.9,4.4,5.17,7.23,4.66
Grandes-Bergeronnes,Quebec,48.25,-69.55,December,2.51,2.35,2.53,2.06,2.84,1.03
Grandes-Bergeronnes,Quebec,48.25,-69.55,February,4.24,4.31,4.49,3.92,5.33,2.33
Grandes-Bergeronnes,Quebec,48.25,-69.55,January,3.2,3.03,3.25,2.66,3.7,1.38
Grandes-Bergeronnes,Quebec,48.25,-69.55,July,2.71,4.92,4.26,5.38,7.81,5.41
Grandes-Bergeronnes,Quebec,48.25,-69.55,June,2.62,4.89,4.2,5.39,7.87,5.57
Grandes-Bergeronnes,Quebec,48.25,-69.55,March,4.51,5.28,5.22,5.09,6.78,3.6
Grandes-Bergeronnes,Quebec,48.25,-69.55,May,2.83,4.92,4.32,5.33,7.66,5.14
Grandes-Bergeronnes,Quebec,48.25,-69.55,November,2.45,2.48,2.59,2.24,2.96,1.24
Grandes-Bergeronnes,Quebec,48.25,-69.55,October,2.78,3.22,3.21,3.05,3.95,2.03
Grandes-Bergeronnes,Quebec,48.25,-69.55,September,3.06,4.16,3.93,4.17,5.53,3.37
Grasmere,BC,49.1,-115.08,Annual,3.35,4.52,4.26,4.54,6.45,3.73
Grasmere,BC,49.1,-115.08,April,3.49,5.21,4.78,5.38,7.53,4.78
Grasmere,BC,49.1,-115.08,August,3.54,5.72,5.12,6.02,8.73,5.69
Grasmere,BC,49.1,-115.08,December,2.41,2.28,2.44,1.99,2.72,0.99
Grasmere,BC,49.1,-115.08,February,3.58,3.76,3.87,3.46,4.61,2.14
Grasmere,BC,49.1,-115.08,January,2.93,2.81,3,2.48,3.38,1.23
Grasmere,BC,49.1,-115.08,July,3.15,5.81,4.99,6.35,9.7,6.56
Grasmere,BC,49.1,-115.08,June,2.92,5.47,4.67,6.05,9.21,6.21
Grasmere,BC,49.1,-115.08,March,3.94,4.8,4.69,4.66,6.22,3.52
Grasmere,BC,49.1,-115.08,May,2.97,5.1,4.47,5.52,8.06,5.7
Grasmere,BC,49.1,-115.08,November,2.96,2.96,3.11,2.63,3.6,1.31
Grasmere,BC,49.1,-115.08,October,4.17,4.69,4.73,4.38,5.94,2.54
Grasmere,BC,49.1,-115.08,September,4.19,5.55,5.29,5.51,7.61,4.02
Great Harbour Deep,Newfoundland and Labrador,50.37,-56.52,Annual,2.63,3.43,3.24,3.48,4.62,3.04
Great Harbour Deep,Newfoundland and Labrador,50.37,-56.52,April,3.26,4.44,4.11,4.58,5.89,4.18
Great Harbour Deep,Newfoundland and Labrador,50.37,-56.52,August,2.71,4.18,3.74,4.42,5.95,4.31
Great Harbour Deep,Newfoundland and Labrador,50.37,-56.52,December,1.71,1.64,1.74,1.46,1.91,0.75
Great Harbour Deep,Newfoundland and Labrador,50.37,-56.52,February,3.24,3.33,3.43,3.07,4.01,1.83
Great Harbour Deep,Newfoundland and Labrador,50.37,-56.52,January,2.31,2.23,2.36,1.98,2.63,1.01
Great Harbour Deep,Newfoundland and Labrador,50.37,-56.52,July,2.56,4.34,3.76,4.74,6.62,5.13
Great Harbour Deep,Newfoundland and Labrador,50.37,-56.52,June,2.52,4.29,3.71,4.72,6.65,5.32
Great Harbour Deep,Newfoundland and Labrador,50.37,-56.52,March,3.81,4.39,4.33,4.26,5.48,3.1
Great Harbour Deep,Newfoundland and Labrador,50.37,-56.52,May,2.73,4.31,3.81,4.64,6.3,4.86
Great Harbour Deep,Newfoundland and Labrador,50.37,-56.52,November,1.85,1.89,1.96,1.73,2.21,1.01
Great Harbour Deep,Newfoundland and Labrador,50.37,-56.52,October,2.23,2.58,2.55,2.48,3.13,1.81
Great Harbour Deep,Newfoundland and Labrador,50.37,-56.52,September,2.67,3.57,3.36,3.6,4.63,3.14
Green Island Brook,Newfoundland and Labrador,51.4,-56.53,Annual,2.72,3.46,3.28,3.49,4.65,2.98
Green Island Brook,Newfoundland and Labrador,51.4,-56.53,April,3.48,4.57,4.26,4.7,6.05,4.2
Green Island Brook,Newfoundland and Labrador,51.4,-56.53,August,2.69,4.08,3.65,4.32,5.81,4.22
Green Island Brook,Newfoundland and Labrador,51.4,-56.53,December,1.84,1.74,1.86,1.54,2.04,0.7
Green Island Brook,Newfoundland and Labrador,51.4,-56.53,February,3.42,3.48,3.59,3.19,4.2,1.76
Green Island Brook,Newfoundland and Labrador,51.4,-56.53,January,2.46,2.35,2.5,2.08,2.8,0.95
Green Island Brook,Newfoundland and Labrador,51.4,-56.53,July,2.55,4.24,3.68,4.63,6.48,5.06
Green Island Brook,Newfoundland and Labrador,51.4,-56.53,June,2.55,4.22,3.65,4.63,6.5,5.28
Green Island Brook,Newfoundland and Labrador,51.4,-56.53,March,3.94,4.46,4.41,4.31,5.56,3.01
Green Island Brook,Newfoundland and Labrador,51.4,-56.53,May,2.94,4.42,3.94,4.74,6.39,4.88
Green Island Brook,Newfoundland and Labrador,51.4,-56.53,November,1.96,1.98,2.06,1.8,2.31,0.95
Green Island Brook,Newfoundland and Labrador,51.4,-56.53,October,2.29,2.61,2.58,2.49,3.14,1.73
Green Island Brook,Newfoundland and Labrador,51.4,-56.53,September,2.61,3.44,3.24,3.48,4.44,3.02
Grey River,Newfoundland and Labrador,47.59,-57.1,Annual,2.41,3.35,3.13,3.4,4.46,3.08
Grey River,Newfoundland and Labrador,47.59,-57.1,April,2.69,4.03,3.69,4.17,5.3,3.86
Grey River,Newfoundland and Labrador,47.59,-57.1,August,2.67,4.34,3.89,4.57,6.09,4.52
Grey River,Newfoundland and Labrador,47.59,-57.1,December,1.6,1.59,1.66,1.44,1.79,0.86
Grey River,Newfoundland and Labrador,47.59,-57.1,February,2.86,3.02,3.09,2.81,3.6,1.91
Grey River,Newfoundland and Labrador,47.59,-57.1,January,2.14,2.11,2.21,1.89,2.42,1.12
Grey River,Newfoundland and Labrador,47.59,-57.1,July,2.41,4.34,3.77,4.73,6.41,5.14
Grey River,Newfoundland and Labrador,47.59,-57.1,June,2.33,4.35,3.74,4.78,6.61,5.27
Grey River,Newfoundland and Labrador,47.59,-57.1,March,3.32,3.99,3.91,3.9,4.96,3.02
Grey River,Newfoundland and Labrador,47.59,-57.1,May,2.4,4.22,3.7,4.56,6.19,4.79
Grey River,Newfoundland and Labrador,47.59,-57.1,November,1.6,1.73,1.76,1.6,2,1.13
Grey River,Newfoundland and Labrador,47.59,-57.1,October,2.22,2.66,2.62,2.56,3.21,2.01
Grey River,Newfoundland and Labrador,47.59,-57.1,September,2.71,3.76,3.55,3.79,4.88,3.28
Grise Fiord,Nunavut,76.42,-82.9,Annual,2.96,3.1,2.89,3.18,4.97,2.32
Grise Fiord,Nunavut,76.42,-82.9,April,7.57,7.76,7.52,7.63,11.96,3.71
Grise Fiord,Nunavut,76.42,-82.9,August,3.01,3.2,2.86,3.42,4.91,3.02
Grise Fiord,Nunavut,76.42,-82.9,December,0,0,0,0,0,0
Grise Fiord,Nunavut,76.42,-82.9,February,0.84,0.8,0.8,0.74,0.78,0.09
Grise Fiord,Nunavut,76.42,-82.9,January,0,0,0,0,0,0
Grise Fiord,Nunavut,76.42,-82.9,July,4.23,4.73,4.07,5.23,8.87,5.3
Grise Fiord,Nunavut,76.42,-82.9,June,5.8,6.33,5.66,6.81,11.76,6.66
Grise Fiord,Nunavut,76.42,-82.9,March,4.81,4.74,4.74,4.48,5.96,1.11
Grise Fiord,Nunavut,76.42,-82.9,May,7.59,7.86,7.49,7.97,13.07,6.36
Grise Fiord,Nunavut,76.42,-82.9,November,0,0,0,0,0,0.01
Grise Fiord,Nunavut,76.42,-82.9,October,1.08,1.03,1.04,0.95,1.19,0.25
Grise Fiord,Nunavut,76.42,-82.9,September,2.1,2.11,2.02,2.11,2.59,1.23
Haines Junction,Yukon,60.75,-137.51,Annual,3.06,3.73,3.47,3.79,5.32,2.74
Haines Junction,Yukon,60.75,-137.51,April,4.54,5.63,5.18,5.75,8.15,4.34
Haines Junction,Yukon,60.75,-137.51,August,3.65,4.88,4.36,5.15,7.27,4.03
Haines Junction,Yukon,60.75,-137.51,December,1.06,1,1.05,0.87,1.11,0.19
Haines Junction,Yukon,60.75,-137.51,February,3.23,3.23,3.32,2.94,3.8,1.04
Haines Junction,Yukon,60.75,-137.51,January,1.65,1.57,1.65,1.37,1.75,0.32
Haines Junction,Yukon,60.75,-137.51,July,3.38,4.86,4.19,5.33,7.84,5.05
Haines Junction,Yukon,60.75,-137.51,June,3.52,5.14,4.38,5.67,8.75,5.71
Haines Junction,Yukon,60.75,-137.51,March,4.52,4.93,4.84,4.74,6.29,2.5
Haines Junction,Yukon,60.75,-137.51,May,3.79,5.32,4.63,5.75,8.73,5.32
Haines Junction,Yukon,60.75,-137.51,November,1.62,1.59,1.64,1.43,1.78,0.43
Haines Junction,Yukon,60.75,-137.51,October,2.58,2.73,2.71,2.58,3.2,1.19
Haines Junction,Yukon,60.75,-137.51,September,3.27,3.88,3.65,3.9,5.11,2.62
Happy Valley-Goose Bay,Newfoundland and Labrador,53.34,-60.45,Annual,2.92,3.61,3.44,3.62,4.86,2.94
Happy Valley-Goose Bay,Newfoundland and Labrador,53.34,-60.45,April,3.94,4.99,4.68,5.08,6.71,4.34
Happy Valley-Goose Bay,Newfoundland and Labrador,53.34,-60.45,August,2.74,4.03,3.6,4.27,5.76,4.1
Happy Valley-Goose Bay,Newfoundland and Labrador,53.34,-60.45,December,2.09,1.94,2.09,1.69,2.29,0.63
Happy Valley-Goose Bay,Newfoundland and Labrador,53.34,-60.45,February,4.01,4.01,4.17,3.64,4.88,1.75
Happy Valley-Goose Bay,Newfoundland and Labrador,53.34,-60.45,January,2.8,2.64,2.82,2.31,3.15,0.9
Happy Valley-Goose Bay,Newfoundland and Labrador,53.34,-60.45,July,2.64,4.2,3.63,4.59,6.4,4.91
Happy Valley-Goose Bay,Newfoundland and Labrador,53.34,-60.45,June,2.68,4.36,3.76,4.79,6.76,5.27
Happy Valley-Goose Bay,Newfoundland and Labrador,53.34,-60.45,March,4.28,4.75,4.72,4.56,6.01,3.08
Happy Valley-Goose Bay,Newfoundland and Labrador,53.34,-60.45,May,3.11,4.68,4.14,5.03,6.8,4.99
Happy Valley-Goose Bay,Newfoundland and Labrador,53.34,-60.45,November,2.11,2.07,2.17,1.86,2.41,0.86
Happy Valley-Goose Bay,Newfoundland and Labrador,53.34,-60.45,October,2.32,2.57,2.56,2.45,3.08,1.59
Happy Valley-Goose Bay,Newfoundland and Labrador,53.34,-60.45,September,2.47,3.19,2.99,3.22,4.14,2.81
Hawkestone,Ontario,44.5,-79.47,Annual,2.96,4.22,3.98,4.26,5.9,3.61
Hawkestone,Ontario,44.5,-79.47,April,3.28,5.17,4.75,5.33,7.27,4.52
Hawkestone,Ontario,44.5,-79.47,August,2.9,5.04,4.53,5.32,7.42,5.06
Hawkestone,Ontario,44.5,-79.47,December,2.28,2.21,2.35,1.96,2.64,1.15
Hawkestone,Ontario,44.5,-79.47,February,3.8,4.01,4.14,3.68,4.89,2.44
Hawkestone,Ontario,44.5,-79.47,January,2.88,2.81,2.99,2.49,3.41,1.48
Hawkestone,Ontario,44.5,-79.47,July,2.69,5.42,4.68,5.94,8.78,6.06
Hawkestone,Ontario,44.5,-79.47,June,2.61,5.36,4.59,5.92,8.71,6
Hawkestone,Ontario,44.5,-79.47,March,4.02,4.96,4.88,4.8,6.33,3.6
Hawkestone,Ontario,44.5,-79.47,May,2.81,5.28,4.63,5.69,8.04,5.44
Hawkestone,Ontario,44.5,-79.47,November,2.2,2.32,2.41,2.12,2.77,1.33
Hawkestone,Ontario,44.5,-79.47,October,3.06,3.65,3.65,3.45,4.52,2.43
Hawkestone,Ontario,44.5,-79.47,September,3.05,4.38,4.14,4.38,5.9,3.77
Hermitage,Newfoundland and Labrador,47.55,-55.93,Annual,2.43,3.35,3.14,3.4,4.44,3.07
Hermitage,Newfoundland and Labrador,47.55,-55.93,April,2.64,3.94,3.62,4.08,5.15,3.82
Hermitage,Newfoundland and Labrador,47.55,-55.93,August,2.68,4.35,3.91,4.59,6.12,4.52
Hermitage,Newfoundland and Labrador,47.55,-55.93,December,1.73,1.7,1.79,1.53,1.93,0.86
Hermitage,Newfoundland and Labrador,47.55,-55.93,February,2.86,3.02,3.09,2.8,3.6,1.88
Hermitage,Newfoundland and Labrador,47.55,-55.93,January,2.28,2.22,2.34,1.98,2.56,1.11
Hermitage,Newfoundland and Labrador,47.55,-55.93,July,2.42,4.37,3.79,4.76,6.44,5.16
Hermitage,Newfoundland and Labrador,47.55,-55.93,June,2.3,4.27,3.68,4.69,6.44,5.26
Hermitage,Newfoundland and Labrador,47.55,-55.93,March,3.28,3.95,3.87,3.86,4.89,2.99
Hermitage,Newfoundland and Labrador,47.55,-55.93,May,2.34,4.1,3.6,4.44,5.99,4.76
Hermitage,Newfoundland and Labrador,47.55,-55.93,November,1.66,1.78,1.82,1.65,2.06,1.13
Hermitage,Newfoundland and Labrador,47.55,-55.93,October,2.24,2.68,2.64,2.57,3.24,2.01
Hermitage,Newfoundland and Labrador,47.55,-55.93,September,2.7,3.74,3.53,3.77,4.85,3.27
Highlands-District of,BC,48.48,-123.51,Annual,2.74,3.89,3.62,3.96,5.54,3.42
Highlands-District of,BC,48.48,-123.51,April,3.09,4.66,4.26,4.84,6.56,4.43
Highlands-District of,BC,48.48,-123.51,August,3.33,5.44,4.88,5.73,8.27,5.41
Highlands-District of,BC,48.48,-123.51,December,1.67,1.63,1.73,1.43,1.93,0.72
Highlands-District of,BC,48.48,-123.51,February,2.32,2.57,2.6,2.39,3.08,1.56
Highlands-District of,BC,48.48,-123.51,January,1.78,1.8,1.89,1.61,2.11,0.88
Highlands-District of,BC,48.48,-123.51,July,2.99,5.52,4.76,6.04,9.05,6.28
Highlands-District of,BC,48.48,-123.51,June,2.77,5.17,4.42,5.71,8.48,5.9
Highlands-District of,BC,48.48,-123.51,March,3.03,3.85,3.73,3.76,4.95,2.89
Highlands-District of,BC,48.48,-123.51,May,2.84,4.96,4.33,5.36,7.67,5.46
Highlands-District of,BC,48.48,-123.51,November,1.93,2.01,2.08,1.82,2.36,1.02
Highlands-District of,BC,48.48,-123.51,October,3.11,3.58,3.59,3.38,4.47,2.24
Highlands-District of,BC,48.48,-123.51,September,4,5.38,5.12,5.32,7.36,4.08
Hodge's Cove,Newfoundland and Labrador,48.01,-53.74,Annual,2.54,3.44,3.24,3.48,4.58,3.11
Hodge's Cove,Newfoundland and Labrador,48.01,-53.74,April,2.78,4.01,3.7,4.16,5.28,3.96
Hodge's Cove,Newfoundland and Labrador,48.01,-53.74,August,2.73,4.39,3.94,4.64,6.21,4.51
Hodge's Cove,Newfoundland and Labrador,48.01,-53.74,December,1.83,1.78,1.88,1.58,2.06,0.85
Hodge's Cove,Newfoundland and Labrador,48.01,-53.74,February,3.12,3.25,3.35,3,3.9,1.94
Hodge's Cove,Newfoundland and Labrador,48.01,-53.74,January,2.39,2.32,2.45,2.07,2.73,1.12
Hodge's Cove,Newfoundland and Labrador,48.01,-53.74,July,2.55,4.54,3.94,4.94,6.77,5.26
Hodge's Cove,Newfoundland and Labrador,48.01,-53.74,June,2.36,4.25,3.68,4.67,6.37,5.33
